product_name,product_Short description,product_Description,Product_Tax status,In_stock?,product_Stock,product_Weight (g),product_Length (cm),product_Width (cm),product_Height (cm),"product_Sale price,price,rate,value,Rupees,rs,₹",product_Regular price ,product_Category,product_variants,product_colors,product_Attribute 1 name,product_color,Attribute 1 visible,product_Attribute 1 global,product_Attribute 1 default,product_link,product_discount
Color Pop Kids Backpack,1.  Eye-catching multicolor design suitable for children\n2.  Durable fabric with reinforced stitching\n3.  Spacious main compartment with zip closure\n4.  Front zipper pocket and two elastic side pockets\n5.  Padded and breathable back panel\n6.  Adjustable padded shoulder straps with chest buckle for added support\n7.  Smooth zipper system for easy access,"The Color Pop Kids Backpack is a vibrant and functional school bag designed for children. With its cheerful blend of pastel and bright hues, this backpack is both stylish and practical. Crafted from durable, lightweight materials, it’s ideal for daily school use or casual outings. The backpack features comfortable padded shoulder straps, breathable back support, and multiple compartments for optimal organization.",taxable,1,100,480,28,14,38,,,Kids Bags,"Black Kids Bags, Brown Kids Bags, Green Kids Bags, Kids Bags, Orange Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#964B00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#FFA500"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Brown, Green, Orange, Pink",1,1,Pink,https://grabaggs.com/product/color-pop-kids-backpack/,41%
Duckling Buddy Backpack - Pink,,Pink,taxable,1,,,,,,999,1699,,,,color,Pink,,1,,,
Froggy Prince Baby Backpack - Green,,Green,taxable,1,,,,,,999,1699,,,,color,Green,,1,,,
Froggy Prince Baby Backpack - Pink,,Pink,taxable,1,,,,,,999,1699,,,,color,Pink,,1,,,
Froggy Prince Baby Backpack - Lime Green,,Light Green,taxable,1,,,,,,999,1699,,,,color,Lime Green,,1,,,
Cheeky Chick Baby Backpack - Yellow,,Yellow With Orange,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
Urban Pop Crossbody Bag,"1.  Soft and modern pastel color scheme\n2.  Lightweight and travel-friendly size\n3.  Secure zippered compartments for organized storage\n4.  Ideal for day trips, casual wear, or kids' daily carry\n5.  Water-resistant material for light weather protection\n6.  Reinforced seams and durable construction\n7.  Adjustable strap to suit all sizes and wearing styles","The Urban Pop Crossbody Bag – Pink & Green Mist is a fresh and feminine accessory designed to bring a playful yet functional touch to your outfit. Its pastel palette makes it perfect for spring and summer outings, while its compact design provides just the right amount of space for your everyday essentials.\n",taxable,1,100,280,24,8,20,,,Kids Bags,"Black Kids Bags, Green Kids Bags, Kids Bags, Orange Kids Bags, Pink Kids Bags, Red Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#FFA500"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Green, Orange, Pink, Red",1,1,Red,https://grabaggs.com/product/urban-pop-crossbody-bag/,40%
Cheeky Chick Baby Backpack - Green,,Green With Yellow,taxable,1,,,,,,999,1699,,,,color,Green,,1,,,
Cheeky Chick Baby Backpack - Red,,Navy Blue With Red,taxable,1,,,,,,999,1699,,,,color,Red,,1,,,
Cheeky Chick Baby Backpack - Pink,,Pink With Blue,taxable,1,,,,,,999,1699,,,,color,Pink,,1,,,
Dino Buddy Kids Backpack - Navy Blue,,Red With Navy Blue,taxable,1,,,,,,1099,1999,,,,color,Navy Blue,,1,,,
Kids Robot Themed Backpack,"1. Fun Robot Design: Eye-catching front with animated robot face and arms, making it attractive to kids.\n2. Spacious Compartments: Two compartments to easily separate books, lunch, or toys.\n3. Soft & Lightweight Material: Comfortable for young kids to wear all day.\n4. Adjustable Shoulder Straps: Customizable fit for growing children.\n5. Top Handle: Easy for parents or children to grab and carry.\n6. Secure Zippers: Dual zipper pulls for smooth and safe access.","Designed to captivate young minds, this adorable robot-themed backpack is the perfect companion for your child’s school or play adventures. Made from soft yet durable materials, it features an animated robot face and bold, colorful pockets that make organizing fun. With adjustable shoulder straps and an easy-to-carry top handle, it’s ideal for children in preschool or early primary school.",taxable,1,99,350,26,15,33,,,Kids Bags,"Black Kids Bags, Green Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Green",1,1,Black,https://grabaggs.com/product/kids-robot-themed-backpack/,45%
Dino Buddy Kids Backpack - Pink,,Pink ,taxable,1,,,,,,1099,1999,,,,color,Pink,,1,,,
Dino Buddy Kids Backpack - Green,,Green With Yellow,taxable,1,,,,,,1099,1999,,,,color,Green,,1,,,
Dino Buddy Kids Backpack - Purple,,Purple,taxable,1,,,,,,1099,1999,,,,color,Purple,,1,,,
Sparkle Unicorn Kids Backpack,"1. Magical Unicorn Design: Features a glitter-filled transparent front panel with a colorful unicorn graphic.\n2. 3D Elements: Includes decorative wings on the sides for a playful, fantasy-inspired look.\n3. Comfort First: Padded shoulder straps and back panel for ergonomic support.\n4. Organized Storage: Spacious main compartment and front zip pocket for easy access.\n5. Side Pockets: Mesh pockets ideal for bottles or small items.\n6. Water-Resistant Surface: Helps protect belongings from splashes and light rain.","Let your child step into a world of magic with the Sparkle Unicorn Kids Backpack! This enchanting backpack is perfect for young dreamers who love style and fun. With a pastel pink-lavender palette, a glittery front pocket, and 3D unicorn wings, it's designed to delight. Practical features like side mesh pockets and padded straps make it ideal for school, daycare, or weekend outings.",taxable,1,100,370,26,15,33,,,Kids Bags,"Kids Bags, Pink Kids Bags, Purple Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Pink, Purple",1,1,Pink,https://grabaggs.com/product/sparkle-unicorn-kids-backpack/,45%
Dino Buddy Kids Backpack - Yellow,,Yellow,taxable,1,,,,,,1099,1999,,,,color,Yellow,,1,,,
Galaxy Explorer Kids Backpack - Navy Blue,,Navy Blue ,taxable,1,,,,,,1199,1999,,,,color,Navy Blue,,1,,,
Dino Roar Kids Backpack,"1. Fun Dino Design: Features a dinosaur face on the front with embroidered details and 3D yellow spikes.\n2. 3D Decorative Elements: Adds a playful touch with tactile features like spikes and stars.\n3. Side Mesh Pockets: For bottles, snacks, or small toys.\n4. Comfortable & Lightweight: Padded shoulder straps and breathable back support.\n5. Top Handle: Easy to grab and go or hang.","Fuel your little explorer’s imagination with the Dino Roar Kids Backpack. This charming red and navy design features a playful dinosaur face with 3D spikes and a toothy grin, making it perfect for preschoolers and toddlers. Designed with safety, storage, and style in mind, it’s ideal for everyday school use, outings, or daycare adventures.",taxable,1,100,320,23,13,28,,,Kids Bags,"Kids Bags, Pink Kids Bags, Red Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Pink, Red, Yellow",1,1,Red,https://grabaggs.com/product/dino-roar-kids-backpack/,41%
Galaxy Explorer Kids Backpack - Blue,,Blue,taxable,1,,,,,,1199,1999,,,,color,Blue,,1,,,
Little Roary Tiger Backpack - Yellow,,yellow,taxable,1,,,,,,1099,1999,,,,color,Yellow,,1,,,
Little Roary Tiger Backpack - Dark Blue,,Navy Blue With Red,taxable,1,,,,,,1099,1999,,,,color,Dark Blue,,1,,,
Cuddly Bunny Kids Backpack,1. 3D Bunny Face: Soft front pocket with embroidered bunny face and raised ears\n2. Reflective Star Accents: Two grey stars on the top for style and night-time visibility\n3. Side Mesh Pockets: Ideal for storing bottles or snacks\n4. Comfort-Fit Design: Cushioned shoulder straps and ergonomic back support\n5. Durable Zippers & Fabric: Built for regular use by active kids\n6. Branded Patch: “Niu Niu” rubber label adds an official brand touch,"The Bunny Glow Kids Backpack features a sweet and gentle bunny design that appeals to younger children, especially for school or travel. Its pastel color palette paired with a soft bunny face adds charm, while the compact and functional layout keeps daily essentials organized.",taxable,1,100,320,23,13,28,,,Kids Bags,"Kids Bags, Pink Kids Bags, Purple Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Pink, Purple",1,1,Pink,https://grabaggs.com/product/cuddly-bunny-kids-backpack/,39%
Little Roary Tiger Backpack - Pink,,Light Pink ,taxable,1,,,,,,1099,1999,,,,color,Pink,,1,,,
Dino Buddy Backpack - Red,,Red With Navy Blue,taxable,1,,,,,,1299,2199,,,,color,Red,,1,,,
Kids Rocket Adventure Backpack,"1. Attractive Space Theme: Fun and vibrant rocket and planet design perfect for space-loving kids.
\n2. High-Quality Material: Durable, lightweight, and water-resistant fabric.
\n3. Ergonomic Design: Breathable padded back panel and adjustable shoulder straps for added comfort.
\n4. Secure Fit: Chest buckle helps stabilize the load and keeps the bag from slipping.
\n5. Ample Storage: Main compartment, front pocket, and two mesh side pockets for organized storage.","The Kids Rocket Adventure Backpack is a playful and functional school or travel companion designed especially for young children. Featuring a vibrant blue color with eye-catching rocket and space motifs, this backpack sparks imagination while offering practical storage. It includes a spacious main compartment, a front zipper pocket with a rocket graphic, and two mesh side pockets for water bottles or snacks. The padded adjustable shoulder straps and chest buckle ensure a snug and comfortable fit, ideal for daily use.",taxable,1,100,400,26,16,36,,,Kids Bags,"Black Kids Bags, Blue Kids Bags, Kids Bags, Purple Kids Bags, Red Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Blue, Purple, Red",1,1,Blue,https://grabaggs.com/product/kids-rocket-adventure-backpack/,
Dino Buddy Backpack - Yellow,,Yellow and Green ,taxable,1,,,,,,1299,2199,,,,color,Yellow,,1,,,
Dino Buddy Backpack - Pink,,Pink With Blue,taxable,1,,,,,,1299,2199,,,,color,Pink,,1,,,
Color Pop Kids Backpack - Pink,,Pink With Yellow,taxable,1,,,,,,1349,2299,,,,color,Pink,,1,,,
Color Pop Kids Backpack - Brown,,Blue with Brown and Red,taxable,1,,,,,,1349,2299,,,,color,Brown,,1,,,
Smiling Face Kids Backpack,"1. Adorable Design: 3D embroidered smiley face and stylish color-blocking give it a playful appeal.\n2. Embroidered Text: “Smiling face” adds a touch of personality.\n3. Spacious Interior: Large main compartment and front pocket for lunch boxes, books, or toys.\n4. Side Pockets: Mesh holders for water bottles or snacks.\n5. Comfortable Fit: Padded shoulder straps and breathable back panel for all-day wear.\n6. Easy-Carry Handle: Top loop for convenient hanging or carrying","This charming kids' backpack combines cuteness with comfort and function. Designed with a friendly smiley face on the front pocket, it's perfect for kindergarten or early elementary children. The soft peach-beige color scheme with maroon details makes it both playful and gender-neutral. It’s great for school, picnics, and travel.",taxable,1,100,450,27,14,34,,,Kids Bags,"beige Kids Bags, Green Kids Bags, Kids Bags, Navy Blue Kids Bags, Purple Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Beige"":{""name"":""Beige"",""color"":""#F5F5DC"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Beige, Green, Navy Blue, Purple",1,1,,https://grabaggs.com/product/smiling-face-kids-backpack/,37%
Color Pop Kids Backpack - Green,,Green with Blue and Grey,taxable,1,,,,,,1349,2299,,,,color,Green,,1,,,
Color Pop Kids Backpack - Orange,,Orange with Green and Grey,taxable,1,,,,,,1349,2299,,,,color,Orange,,1,,,
Color Pop Kids Backpack - Black,,Green with Blue and Red,taxable,1,,,,,,1349,2299,,,,color,Black,,1,,,
Urban Pop Crossbody Bag - Red,,Blue With Red and Brown,taxable,1,,,,,,599,999,,,,color,Red,,1,,,
Sharky Adventure Kids Backpack,"1. 3D Plush Shark Design: Smiling shark with embroidered bubbles and ""Sharky Hey"" text.\n2. Star Patch Details: Silver star motifs on the top flap for a magical touch.\n3. Breathable & Comfortable: Padded shoulder straps and mesh backing.\n4. Spacious Compartments: Main compartment, front zippered pocket, and bottle holders.\n5. Durable Material: Lightweight, water-resistant, and easy to clean.","The Sharky Explorer Kids Backpack combines functionality with fun. Ideal for toddlers and early school-goers, this playful backpack features a 3D plush shark on the front pocket and vibrant color contrasts that excite and engage. Designed for comfort and durability, it’s perfect for school, daycare, or travel adventures.",taxable,1,100,420,27,14,34,,,Kids Bags,"Blue Kids Bags, Kids Bags, Red Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Red",1,1,Blue,https://grabaggs.com/product/sharky-adventure-kids-backpack/,
Urban Pop Crossbody Bag - Pink,,Pink With Grey,taxable,1,,,,,,599,999,,,,color,Pink,,1,,,
Urban Pop Crossbody Bag - Green,,Green With Grey,taxable,1,,,,,,599,999,,,,color,Green,,1,,,
Urban Pop Crossbody Bag - ornage,,orange with Green,taxable,1,,,,,,599,999,,,,color,ornage,,1,,,
Mission Helicopter Kids Backpack,"1. stitched props and tail.\n2. Mission Theme: Embroidered ""Flight"" and ""Mission accomplished"" text inspire imagination and adventure.\n3. Reflective Stars on Top: Enhance visibility and add a touch of charm.\n4. Adjustable Comfort Straps: Padded and secure for everyday wear.\n5. Side Mesh Pockets: Perfect for water bottles, snacks, or small toys.\n6. Durable & Water-Resistant: Easy to clean and built to last through active use.","The Mission Helicopter Kids Backpack in Bright Yellow is a sunny and spirited choice for children. Featuring a playful 3D helicopter and joyful cloud and rainbow accents, this backpack blends fun with everyday functionality. Designed to support little shoulders with a lightweight and durable structure.",taxable,1,98,420,27,14,34,,,Kids Bags,"Kids Bags, Pink Kids Bags, Royal Blue Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Royal Blue"":{""name"":""Royal Blue"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Pink, Royal Blue, Yellow",1,1,Royal Blue,https://grabaggs.com/product/mission-helicopter-kids-backpack/,40%
